Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2009-01-02,68.16692352294922,68.51890666026743,65.88638161406304,66.31902743712956,227566300
2009-01-05,68.08626556396484,68.6802367997633,67.38230483503939,67.92494018126852,240349700
2009-01-06,68.5408935546875,69.25951751925449,67.96159144757175,68.66555201462118,328260900
2009-01-07,66.48768615722656,67.65362513263737,66.14303749408889,67.46296735406668,280899200
2009-01-08,66.7590103149414,66.79567161638786,65.75439666631644,66.1137143447386,263834400
2009-01-09,65.32907104492188,66.96431690555694,62.59389127280175,66.84699293409227,330953600
2009-01-12,63.75982666015625,65.19708592082424,63.36385334756407,65.14575003797441,277858500
2009-01-13,63.877166748046875,64.44180001196565,63.20986729610558,63.5985173650793,356432300
2009-01-14,61.86791229248047,62.87985428914925,60.98062872254875,62.72586348060703,435491600
2009-01-15,61.889949798583984,62.513247925848795,59.92472371625197,61.68462858909283,532647300
2009-01-16,62.3739128112793,63.05587565649967,60.89999762530515,62.96054956217652,399237200
2009-01-20,59.0814208984375,62.37390513112013,58.70011097351324,61.765276150639984,419855200
2009-01-21,61.63326644897461,61.772588286541115,59.008076696092196,60.08601808367455,364360700
2009-01-22,60.68000793457031,61.625956765867016,59.52140341922247,60.43801985327942,427940300
2009-01-23,60.94397735595703,61.58927313614896,59.081412596683904,59.323400612223836,386800600
2009-01-26,61.36192321777344,62.593854973940694,60.723956660169144,61.29592397650066,317978800
2009-01-27,61.98526382446289,62.43990755300618,61.083316459320564,61.691945470389236,273789700
2009-01-28,64.0824966430664,64.49313907262751,63.11454977725556,63.35653789235415,330007000
2009-01-29,61.99992370605469,64.15580126325997,61.94125892494642,63.14385896475878,294392500
2009-01-30,60.738651275634766,62.623213774628844,60.284007670876775,62.31523210426734,383383600
2009-02-02,60.55535888671875,60.99533372476996,59.62407331150316,59.814731126006,288233300
2009-02-03,61.40593719482422,61.8605807425727,60.29133460607896,60.936630252765156,278385800
2009-02-04,61.10529708862305,62.601215236532006,60.89264148188013,61.81659207800228,322989300
2009-02-05,62.01460647583008,62.5425784815667,56.9988836104986,60.643346160629875,417679400
